"Date: 2026-06-07+0000"
"Version: 7.2"
"Status: 
0 Normal
"","ME","Visit Kanchi call Ravi","TEXT","","","N","2026-03-21T11:30:00+0000","2026-03-21T11:30:00+0000","-PT60M
PT0S","","5","2","2024-10-16T17:38:02+0000","2026-03-21T16:26:22+0000","-190215514161151","Asia/Calcutta","false","false","Farming - Backlog","3298534948863","kanban","259","","TASK"
"","ME","Garden -- Cleanup >> 1","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-06-04T06:17:07+0000","2026-03-25T02:14:52+0000","-189116002533375","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","260","","TASK"
"","ME","UVF - JD for ""IoT developer""","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-04-23T04:34:04+0000","2026-03-25T02:15:01+0000","-188016490905599","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","261","","TASK"
"","ME","Whatsapp ping marketing","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-04-23T04:30:58+0000","2026-03-28T12:37:11+0000","-186916979277823","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","262","","TASK"
"","ME","UVF school Trainer -- JD prepare","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-04-16T01:42:41+0000","2026-03-28T12:33:59+0000","-185817467650047","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","263","","TASK"
"","ME","F0 -- Cocopeat topup","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","0","2025-04-08T06:14:11+0000","","-184717956022271","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","264","","TASK"
"","ME","Call Munsami -- watermelon","TEXT","","","N","2025-08-02T08:30:00+0000","2025-08-02T08:30:00+0000","PT0S
-PT30M","","0","0","2025-03-18T01:43:06+0000","","-183618444394495","Asia/Calcutta","false","false","Farming - Backlog","3298534948863","kanban","265","","TASK"
"","ME","Our Garden ... ToDo ","CHECKLIST","","▪HydroPR mix for kratky▫Repair TDS and pH meter▪HydroPR mix for CocoHydro Cucumber▫Holes for palak tray▫Buy coco peat▪Trellis in Open▫Repair sprayer▫Move watermelon▫Poly roof repair▫Poly LED▫Get phosphoric acid","Y","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","5","0","2025-03-12T06:52:26+0000","","-182518932766719","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","266","","TASK"
"","ME","UVF Schools","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","5","0","2025-03-12T04:50:23+0000","","-181419421138943","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","267","","TASK"
"","ME","FULL detail for -- Keerai farming","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","0","2025-02-12T06:23:02+0000","","-180319909511167","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","268","","TASK"
"","ME","FULL detail for -- Pudhina farming","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","0","2025-02-12T06:21:54+0000","","-179220397883391","Asia/Calcutta","true","false","Farming - Backlog","3298534948863","kanban","269","","TASK"
"","ME","Create the UVF photos album","TEXT","","","N","2025-08-02T05:00:00+0000","2025-08-02T05:00:00+0000","PT0S","FREQ=DAILY;INTERVAL=1;UNTIL=20250209","0","0","2025-02-06T06:13:39+0000","","-178120886255615","Asia/Calcutta","false","false","Farming - Backlog","3298534948863","kanban","270","","TASK"
"","ME","Contact HomeFresh Hydroponics for Vertical tower","TEXT","","","N","2025-08-02T05:30:00+0000","2025-08-02T05:30:00+0000","PT0S","","0","0","2025-01-26T16:24:31+0000","","-177021374627839","Asia/Calcutta","false","false","Farming - Backlog","3298534948863","kanban","271","","TASK"
"","ME","[Weather Union](https://www.weatherunion.com/volunteer/)","TEXT","","","N","2025-08-02T04:30:00+0000","2025-08-02T04:30:00+0000","PT0S","","0","0","2025-01-17T02:22:11+0000","","-175921863000063","Asia/Kolkata","false","false","Farming - Backlog","3298534948863","kanban","272","","TASK"
"","ME","Build a school app for Sangeetha","TEXT","","","N","","","","","5","2","2026-05-12T02:51:13+0000","2026-05-29T13:33:57+0000","-174822351372287","Asia/Calcutta",,"false","Research Items","65535","kanban","273","","TASK"
"","ME","""MOPON"" is now ""proxiHUB""","CHECKLIST","","▫App for customers and local shops▫add and promo your moving cart shop▫paid video promo / review▫Treasure hunt▫Video promo for each shop in instagram and youtube ▫BNI style biz networking.▫Shops can get orders from customers.▫Some shops can provide delivery of their own.▫No shop in a road or street should be left behind. Video listing.▫ALL categories▫customers know your products▫Shops can push Coupon▫Customers will have the choice to increase their location radius▫Part time jobs -- hyper local▫customers know your fixed or moving location▫Promo your fixed shop","Y","","","","","5","0","2025-12-28T04:58:59+0000","","-173722839744511","Asia/Kolkata","false","false","Hot-N-Sweet + ProxiHUB","2199023321087","kanban","274","","TASK"
"","ME","Know Your Customer","TEXT","","","N","","","","","0","0","2026-02-09T16:00:17+0000","","-172623328116735","Asia/Calcutta",,"false","Hot-N-Sweet + ProxiHUB","2199023321087","kanban","275","","TASK"
"","ME","Simple accounting system ","TEXT","","","N","","","","","0","0","2026-02-09T15:57:41+0000","","-171523816488959","Asia/Calcutta",,"false","Hot-N-Sweet + ProxiHUB","2199023321087","kanban","276","","TASK"
"","ME","All in one billing & UPI machine & Receiver of web orders.","TEXT","","","N","","","","","0","0","2026-02-09T15:56:21+0000","","-170424304861183","Asia/Calcutta",,"false","Hot-N-Sweet + ProxiHUB","2199023321087","kanban","277","","TASK"
"","ME","Shop - web -- Post Offers","TEXT","","","N","","","","","0","0","2026-02-09T15:55:19+0000","","-169324793233407","Asia/Calcutta",,"false","Hot-N-Sweet + ProxiHUB","2199023321087","kanban","278","","TASK"
"","ME","Customer - web -- Choose shop and place order for Pickup.","TEXT","","","N","","","","","0","0","2026-02-09T15:49:12+0000","","-168225281605631","Asia/Calcutta",,"false","Hot-N-Sweet + ProxiHUB","2199023321087","kanban","279","","TASK"
"","ME","Customer - web -- Check ALL eateries within 3 km from present location","TEXT","","","N","","","","","0","0","2026-02-09T15:48:00+0000","","-167125769977855","Asia/Calcutta",,"false","Hot-N-Sweet + ProxiHUB","2199023321087","kanban","280","","TASK"
"","ME","DiY to finish before March ... Copied","CHECKLIST","","▪Garden 1▪Garden 2▫Fountain▫LED round light mini▫Solar fan for outdoor termperature▫Rain gauge▫Indoor Hydro▫Wood + Epoxy + LED + IoT▫Solar Gate light▫LiPo 12v battery pack▫ESP radio finish with bluetooth▫RPi scripts enhancements▫Old laptop = Android TV▫Office -- UPS wiring▫Office -- table extension▫Office -- table paint▫Farah table light repair▫Wood magnet phone stand▫Repair -- battery sprayer","Y","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","5","0","2025-09-20T01:33:26+0000","","-164926746722303","Asia/Calcutta","true","false","Research Items","65535","kanban","281","","TASK"
"","ME","Call Sivanandam for REshma case","TEXT","","","N","2025-08-02T13:30:00+0000","2025-08-02T13:30:00+0000","PT0S","","0","2","2025-04-28T09:08:09+0000","2026-05-31T06:58:22+0000","-163827235094527","Asia/Calcutta","false","false","Research Items","65535","kanban","282","","TASK"
"","ME","Digital Products","CHECKLIST","","▫Finance for Kids▫how to vibe code▫Self help APP▫Academy products▫10th + 12th CBSE + State syllabus flashcards▫journals▫Learn thru x.com LearnX▫Become a leader▫motivation books to APP▫AI Ebooks▫Food is poison","Y","","","","","5","0","2026-03-16T00:55:06+0000","","-162727723466751","Asia/Calcutta",,"false","Research Items","65535","kanban","283","","TASK"
"","ME","Prathish -- business laws and tax laws AI search tool","TEXT","","","N","","","","","5","0","2026-05-02T02:21:36+0000","","-160528700211199","Asia/Calcutta","false","false","Research Items","65535","kanban","284","","TASK"
"","ME","Graphify for anti gravity and claude","TEXT","","","N","","","","","0","0","2026-05-02T02:20:24+0000","","-160528700145663","Asia/Calcutta","false","false","Research Items","65535","kanban","285","","TASK"
"","ME","AI integration for accounting process","TEXT","","","N","","","","","0","2","2026-05-02T02:18:44+0000","2026-05-31T06:58:36+0000","-160528700080127","Asia/Calcutta","false","false","Research Items","65535","kanban","286","","TASK"
"","ME","AI for Pratap Constructions","TEXT","","","N","","","","","0","2","2026-05-01T11:50:50+0000","2026-05-12T02:39:18+0000","-160528700014591","Asia/Calcutta",,"false","Research Items","65535","kanban","287","","TASK"
"","ME","Groq API -- Whisper LLM -- TTS & STT","TEXT","","","N","","","","","0","0","2026-04-29T12:29:04+0000","","-159429188386815","Asia/Calcutta",,"false","Research Items","65535","kanban","288","","TASK"
"","ME","Kalyx -- Vijay...","CHECKLIST","","▫Non stop IV▫JD -- short video▫kalyxindia.com▫2 people on or before 4th May ▫Whatsapp Marketing▫register in X.com▫Shared office in Chennai▪Dig into Hasjob.co or similar Job sites","Y","","","","","5","0","2026-04-29T12:17:38+0000","","-158329676759039","Asia/Calcutta",,"false","Research Items","65535","kanban","289","","TASK"
"","ME","Deploy in 1click on all servers running NanoProfitsAI","TEXT","","","N","","","","","0","0","2026-04-26T04:07:54+0000","","-157230165131263","Asia/Calcutta",,"false","Research Items","65535","kanban","290","","TASK"
"","ME","Install Hugo for blog.uvfarms.in","TEXT","","","N","","","","","0","0","2026-04-26T04:07:15+0000","","-156130653503487","Asia/Calcutta",,"false","Research Items","65535","kanban","291","","TASK"
"","ME","Robotics + IoT","TEXT","","","N","","","","","0","0","2026-04-26T04:06:14+0000","","-155031141875711","Asia/Calcutta",,"false","Research Items","65535","kanban","292","","TASK"
"","ME","SLB school Alumni app","TEXT","","","N","","","","","0","0","2026-04-26T04:05:51+0000","","-153931630247935","Asia/Calcutta",,"false","Research Items","65535","kanban","293","","TASK"
"","ME","Medical shop app","TEXT","","","N","","","","","0","0","2026-04-26T04:05:32+0000","","-152832118620159","Asia/Calcutta",,"false","Research Items","65535","kanban","294","","TASK"
"","ME","https://hasjob.co/prayaancapital.com/eme5v HasJobs digger App for Vijay","TEXT","","","N","","","","","0","0","2026-04-26T03:59:08+0000","","-151732606992383","Asia/Calcutta",,"false","Research Items","65535","kanban","295","","TASK"
"","ME","kubernetes vs Coolify","TEXT","","","N","","","","","0","0","2026-04-26T03:53:51+0000","","-150633095364607","Asia/Calcutta",,"false","Research Items","65535","kanban","296","","TASK"
"","ME","LLM wiki","TEXT","","","N","","","","","0","0","2026-04-26T03:50:07+0000","","-149533583736831","Asia/Calcutta",,"false","Research Items","65535","kanban","297","","TASK"
"","ME","PaperClip -- for Auditors","TEXT","","","N","","","","","0","0","2026-04-13T14:20:24+0000","","-148434072109055","Asia/Calcutta",,"false","Research Items","65535","kanban","298","","TASK"
"","ME","LLM and rag chat bot (may be use LLM wiki)","TEXT","","","N","","","","","0","0","2026-04-09T02:58:22+0000","","-147334560481279","Asia/Calcutta","false","false","Research Items","65535","kanban","299","","TASK"
"","ME","Groq API try","TEXT","","","N","","","","","0","2","2026-04-09T02:58:00+0000","2026-06-03T17:50:57+0000","-147334560415743","Asia/Calcutta","false","false","Research Items","65535","kanban","300","","TASK"
"","ME","Nvidia API try","TEXT","","","N","","","","","0","2","2026-04-09T02:57:41+0000","2026-06-03T17:50:59+0000","-147334560350207","Asia/Calcutta","false","false","Research Items","65535","kanban","301","","TASK"
"","ME","Social media schedule for UVFarms","TEXT","","","N","","","","","0","0","2026-04-09T02:55:08+0000","","-147334560284671","Asia/Calcutta","false","false","Research Items","65535","kanban","302","","TASK"
"","ME","Open claw agents for software development or claude coworker","TEXT","","","N","","","","","0","2","2026-04-09T02:48:22+0000","2026-06-03T17:51:11+0000","-147334560219135","Asia/Calcutta","false","false","Research Items","65535","kanban","303","","TASK"
"","ME","Seeds","CHECKLIST","","▫Palak▫Italian basil▫Curly kale▫Brinjal ▫Ockra▫Keerai x red, siru▫Bottle gourd ▫Bitter gourd ▫Cucumber ▫Tomato ","Y","2026-01-25T18:30:00+0000","2026-01-25T18:30:00+0000","","","0","2","2026-01-26T01:47:32+0000","2026-03-19T15:00:38+0000","-145135536898047","Asia/Calcutta","true","false",,,"kanban","304","","TASK"
"","ME","26-jan tasks","CHECKLIST","","▫nursery sheets▫Karti -- Discuss & Decide on HydroNutrition purchase▫buy -- seeds▫Buy -- solderiron▪7:30 -- F3 start▪8:30 -- work start▪Get 4.5k from Karti▪pipes clean▪tank clean▪floor clean▪outside clean▪nursery trays▪get TDS meter▪get pH meter & buy battery▪Buy -- A3 photo print▪Buy -- chisel + white paint + wall clamp▪Nano -- meeting","Y","2026-01-26T02:00:00+0000","2026-01-26T02:00:00+0000","PT0S","","0","2","2026-01-25T14:17:29+0000","2026-03-19T15:00:35+0000","-145135536832511","Asia/Calcutta","false","false",,,"kanban","305","","TASK"
"","ME","withdraw -- 6k for Gold coin","TEXT","","","N","2025-10-30T08:30:00+0000","2025-10-30T08:30:00+0000","PT0S","","0","2","2025-10-29T10:16:28+0000","2025-11-02T10:16:12+0000","-145135536701439","Asia/Calcutta","false","false",,,"kanban","306","","TASK"
"","ME","Remind Selva to check and send money","TEXT","","","N","2025-10-30T12:30:00+0000","2025-10-30T12:30:00+0000","PT0S","","0","2","2025-10-29T10:15:51+0000","2025-11-02T10:16:09+0000","-144036025073663","Asia/Calcutta","false","false",,,"kanban","307","","TASK"
"","ME","KEY -- duplicate","TEXT","","","N","2025-08-10T18:30:00+0000","2025-08-10T18:30:00+0000","","","0","2","2025-08-10T13:38:50+0000","2025-09-19T10:02:30+0000","-141837001818111","Asia/Calcutta","true","false",,,"kanban","308","","TASK"
"","ME","Print -- Medical insurance card","TEXT","","","N","2025-08-10T18:30:00+0000","2025-08-10T18:30:00+0000","","","0","2","2025-08-10T13:38:36+0000","2025-09-19T10:02:35+0000","-140737490190335","Asia/Calcutta","true","false",,,"kanban","309","","TASK"
"","ME","Print -- Car insurance","TEXT","","","N","2025-08-10T18:30:00+0000","2025-08-10T18:30:00+0000","","","0","2","2025-08-10T13:38:10+0000","2025-09-19T10:02:34+0000","-139637978562559","Asia/Calcutta","true","false",,,"kanban","310","","TASK"
"","ME","EB bill ","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-07-24T13:26:06+0000","2025-09-19T10:02:37+0000","-138538466934783","Asia/Calcutta","true","false",,,"kanban","311","","TASK"
"","ME","Google one","TEXT","","","N","2025-08-15T18:30:00+0000","2025-08-15T18:30:00+0000","-P0DT15H0M0S
P0DT9H0M0S","","0","2","2025-07-22T01:57:47+0000","2025-09-19T10:02:38+0000","-137438955307007","Asia/Calcutta","true","false",,,"kanban","312","","TASK"
"","ME","Prepare a letter to Principal and AC mam","TEXT","","","N","2025-08-02T10:30:00+0000","2025-08-02T10:30:00+0000","PT0S","","0","2","2025-06-17T13:11:01+0000","2025-08-31T16:09:14+0000","-136339443613695","Asia/Calcutta","false","false",,,"kanban","313","","TASK"
"","ME","Farah Dental","TEXT","","","N","2025-08-02T13:30:00+0000","2025-08-02T13:30:00+0000","PT0S","","0","2","2025-06-17T13:05:51+0000","2025-08-31T16:09:56+0000","-135239931985919","Asia/Calcutta","false","false",,,"kanban","314","","TASK"
"","ME","Beef -- Push cart manufacturer visit ","TEXT","","","N","2025-06-25T10:00:00+0000","2025-06-25T10:00:00+0000","PT0S","","0","2","2025-06-15T16:50:44+0000","2025-06-25T05:55:34+0000","-134140420358143","Asia/Calcutta","false","false",,,"kanban","315","","TASK"
"","ME","Beef -- pallavarm shop query by Harish","TEXT","","","N","2025-06-24T18:30:00+0000","2025-06-24T18:30:00+0000","","","0","2","2025-06-15T16:49:39+0000","2025-06-25T06:02:55+0000","-133040908730367","Asia/Calcutta","true","false",,,"kanban","316","","TASK"
"","ME","Farah Dental ","TEXT","","","N","2025-06-17T18:30:00+0000","2025-06-17T18:30:00+0000","","","0","2","2025-06-15T13:14:37+0000","2025-06-17T13:05:57+0000","-131941397102591","Asia/Calcutta","true","false",,,"kanban","317","","TASK"
"","ME","Beef beef meeting","TEXT","","","N","2025-06-14T18:30:00+0000","2025-06-14T18:30:00+0000","","","0","2","2025-06-14T03:13:05+0000","2025-06-15T16:48:53+0000","-130841885474815","Asia/Kolkata","true","false",,,"kanban","318","","TASK"
"","ME","Farah -- print","TEXT","","","N","2025-06-12T13:30:00+0000","2025-06-12T13:30:00+0000","PT0S","","0","2","2025-06-12T06:38:13+0000","2025-06-13T04:06:57+0000","-130841885409279","Asia/Calcutta","false","false",,,"kanban","319","","TASK"
"","ME","Beef-Beef -- Cart","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-06-12T06:29:45+0000","2025-09-19T10:02:48+0000","-129742373781503","Asia/Calcutta","true","false",,,"kanban","320","","TASK"
"","ME","Call Vijay - cricket","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-06-10T04:37:33+0000","2025-09-19T10:02:47+0000","-128642862153727","Asia/Calcutta","true","false",,,"kanban","321","","TASK"
"","ME","Archery -- meeting ","TEXT","","","N","2025-06-25T10:30:00+0000","2025-06-25T10:30:00+0000","PT0S","","5","2","2025-06-04T13:01:10+0000","2025-06-25T05:56:04+0000","-127543350525951","Asia/Calcutta","false","false",,,"kanban","322","","TASK"
"","ME","Call Archery man","TEXT","","","N","2025-06-04T14:00:00+0000","2025-06-04T14:00:00+0000","PT0S","","0","2","2025-04-21T07:53:25+0000","2025-06-04T13:00:36+0000","-125344327270399","Asia/Kolkata","false","false",,,"kanban","323","","TASK"
"","ME","Bharath follow up for man power","TEXT","","","N","2025-06-01T05:00:00+0000","2025-06-01T05:00:00+0000","","","0","2","2025-01-28T17:02:29+0000","2025-06-01T12:02:19+0000","-124244815642623","Asia/Calcutta","false","false",,,"kanban","324","","TASK"
"","ME","Can i speak with Jai about Beef","TEXT","","","N","2025-06-03T18:30:00+0000","2025-06-03T18:30:00+0000","","","0","2","2025-06-01T05:53:47+0000","2025-06-04T13:16:54+0000","-123145304014847","Asia/Calcutta","true","false",,,"kanban","325","","TASK"
"","ME","Nail cutting","TEXT","","","N","2025-06-03T18:30:00+0000","2025-06-03T18:30:00+0000","","","0","2","2025-06-01T03:59:05+0000","2025-06-05T13:25:38+0000","-122045792387071","Asia/Calcutta","true","false",,,"kanban","326","","TASK"
"","ME","Gemini [vs] Perplexity [vs] Claude [vs] Deepseek","TEXT","","","N","2025-05-28T18:30:00+0000","2025-05-28T18:30:00+0000","","","5","2","2025-05-29T09:28:34+0000","2025-06-01T04:15:04+0000","-122045792321535","Asia/Kolkata","true","false",,,"kanban","327","","TASK"
"","ME","Farah -- print out","TEXT","","","N","2025-05-28T18:30:00+0000","2025-05-28T18:30:00+0000","","","5","2","2025-05-29T09:05:26+0000","2025-06-01T04:15:03+0000","-120946280693759","Asia/Kolkata","true","false",,,"kanban","328","","TASK"
"","ME","Decide on ACT upgrade","TEXT","","","N","2025-05-29T18:30:00+0000","2025-05-29T18:30:00+0000","","","5","2","2025-05-28T07:08:34+0000","2025-06-03T05:57:49+0000","-119846769065983","Asia/Calcutta","true","false",,,"kanban","329","","TASK"
"","ME","EB bill pay","TEXT","","","N","2025-05-27T18:30:00+0000","2025-05-27T18:30:00+0000","","","0","2","2025-05-27T16:19:13+0000","2025-05-28T09:36:41+0000","-118747257438207","Asia/Calcutta","true","false",,,"kanban","330","","TASK"
"","ME","Meeting attending AI for webinar","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-05-24T16:22:36+0000","2025-09-19T10:03:37+0000","-117647745810431","Asia/Calcutta","true","false",,,"kanban","331","","TASK"
"","ME","SOP for our 3 blogs, X, videos","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-05-24T16:21:58+0000","2025-09-19T10:03:40+0000","-116548234182655","Asia/Calcutta","true","false",,,"kanban","332","","TASK"
"","ME","Webinar -- how to create Audio Books","TEXT","","","N","2025-05-25T05:30:00+0000","2025-05-25T05:30:00+0000","PT0S
-PT30M","","0","2","2025-05-24T11:24:32+0000","2025-05-25T16:09:47+0000","-115448722554879","Asia/Calcutta","false","false",,,"kanban","333","","TASK"
"","ME","call Vasath & selva","TEXT","","","N","2025-05-18T18:30:00+0000","2025-05-18T18:30:00+0000","","","0","2","2025-05-19T06:27:18+0000","2025-05-27T16:20:27+0000","-113249699299327","Asia/Calcutta","true","false",,,"kanban","334","","TASK"
"","ME","Farah -- Print","TEXT","","","N","2025-05-27T18:30:00+0000","2025-05-27T18:30:00+0000","","","0","2","2025-05-14T13:29:15+0000","2025-06-03T06:03:15+0000","-112150187671551","Asia/Calcutta","true","false",,,"kanban","335","","TASK"
"","ME","BEEF BEEF BEEF -- call Harish","TEXT","","","N","2025-05-11T18:30:00+0000","2025-05-11T18:30:00+0000","","","0","2","2025-05-11T14:39:12+0000","2025-05-13T11:58:07+0000","-111050676043775","Asia/Calcutta","true","false",,,"kanban","336","","TASK"
"","ME","EB check & plan","TEXT","","","N","2025-05-14T18:30:00+0000","2025-05-14T18:30:00+0000","","","0","2","2025-05-11T14:33:55+0000","2025-05-27T16:19:49+0000","-109951164415999","Asia/Calcutta","true","false",,,"kanban","337","","TASK"
"","ME","Farah dental visit","TEXT","","","N","2025-05-11T04:00:00+0000","2025-05-11T04:00:00+0000","PT0S","","0","2","2025-05-10T13:32:37+0000","2025-05-11T14:31:59+0000","-108851652788223","Asia/Calcutta","false","false",,,"kanban","338","","TASK"
"","ME","Madhavaram visit","TEXT","","","N","2025-05-09T05:00:00+0000","2025-05-09T05:00:00+0000","PT0S","","0","2","2025-05-08T16:29:09+0000","2025-05-09T16:34:46+0000","-107752141160447","Asia/Calcutta","false","false",,,"kanban","339","","TASK"
"","ME","Farah assignment using gemini and perplexity","TEXT","","","N","2025-05-12T18:30:00+0000","2025-05-12T18:30:00+0000","","","0","2","2025-05-08T01:56:53+0000","2025-05-14T13:28:59+0000","-106652629532671","Asia/Calcutta","true","false",,,"kanban","340","","TASK"
"","ME","Kakoose clean","TEXT","","","N","2025-05-04T07:30:00+0000","2025-05-04T07:30:00+0000","PT0S","","0","2","2025-05-03T15:25:24+0000","2025-05-11T14:45:48+0000","-106652629467135","Asia/Calcutta","false","false",,,"kanban","341","","TASK"
"","ME","Shaving ONLY","TEXT","","","N","2025-05-02T10:00:00+0000","2025-05-02T10:00:00+0000","PT0S","","0","2","2025-05-02T06:59:14+0000","2025-05-03T15:24:24+0000","-105553117839359","Asia/Calcutta","false","false",,,"kanban","342","","TASK"
"","ME","Meet John vinoj","TEXT","","","N","2025-05-02T12:30:00+0000","2025-05-02T12:30:00+0000","PT0S","","0","2","2025-04-28T12:14:36+0000","2025-05-11T14:43:19+0000","-104453606211583","Asia/Calcutta","false","false",,,"kanban","343","","TASK"
"","ME","Farah phone repair ","TEXT","","","N","2025-04-28T13:30:00+0000","2025-04-28T13:30:00+0000","PT0S","","0","2","2025-04-28T10:01:25+0000","2025-04-29T03:07:16+0000","-104453606146047","Asia/Calcutta","false","false",,,"kanban","344","","TASK"
"","ME","Call Vijay -- Nagercoil schedule discuss","TEXT","","","N","2025-05-06T18:30:00+0000","2025-05-06T18:30:00+0000","","","5","2","2025-04-23T06:08:22+0000","2025-05-08T16:33:13+0000","-101155071262719","Asia/Calcutta","true","false",,,"kanban","345","","TASK"
"","ME","IDBI","TEXT","","","N","2025-04-22T18:30:00+0000","2025-04-22T18:30:00+0000","","","0","2","2025-04-23T04:29:20+0000","2025-04-29T03:42:57+0000","-100055559634943","Asia/Kolkata","true","false",,,"kanban","346","","TASK"
"","ME","Beef meeting & Garden instruction ","TEXT","","","N","2025-04-23T14:30:00+0000","2025-04-23T14:30:00+0000","PT0S","","0","2","2025-04-23T04:24:48+0000","2025-04-26T11:51:43+0000","-97856536379391","Asia/Calcutta","false","false",,,"kanban","347","","TASK"
"","ME","Car -- Fix the NEW light","TEXT","","","N","2025-04-21T18:30:00+0000","2025-04-21T18:30:00+0000","","","0","2","2025-04-21T16:29:33+0000","2025-04-26T11:51:40+0000","-96757024751615","Asia/Calcutta","true","false",,,"kanban","348","","TASK"
"","ME","Garden watering -- Harish","TEXT","","","N","2025-04-21T18:30:00+0000","2025-04-21T18:30:00+0000","","","5","2","2025-04-21T16:29:10+0000","2025-04-26T11:51:17+0000","-95657513123839","Asia/Calcutta","true","false",,,"kanban","349","","TASK"
"","ME","Car service reminder","TEXT","","","N","2025-04-21T11:30:00+0000","2025-04-21T11:30:00+0000","PT0S","","0","2","2025-04-21T07:45:26+0000","2025-04-21T16:49:17+0000","-94558001496063","Asia/Calcutta","false","false",,,"kanban","350","","TASK"
"","ME","Mason -- Pay + Garden","TEXT","","","N","2025-04-20T18:30:00+0000","2025-04-20T18:30:00+0000","","","0","2","2025-04-21T07:45:01+0000","2025-04-21T16:26:29+0000","-93458489868287","Asia/Calcutta","true","false",,,"kanban","351","","TASK"
"","ME","Suji kadan settle on Monday 9pm","CHECKLIST","","▪Cricket bat 500▪Get 4000 from karti▪Cricket rent 310▫Mason 900▫Me 2000▫Me 750▪RoI 5000","Y","2025-04-28T14:30:00+0000","2025-04-28T14:30:00+0000","PT0S","","0","2","2025-04-19T10:42:29+0000","2025-05-08T17:05:35+0000","-90159954984959","Asia/Calcutta","false","false",,,"kanban","352","","TASK"
"","ME","Experiment the manual POWER shutdown from 9.30am to 3.30pm ","TEXT","","","N","2025-08-02T03:00:00+0000","2025-08-02T03:00:00+0000","PT0S","","5","2","2025-04-17T05:15:18+0000","2025-09-19T10:04:24+0000","-89060443357183","Asia/Calcutta","false","false",,,"kanban","353","","TASK"
"","ME","Jio","TEXT","","","N","2025-04-26T18:30:00+0000","2025-04-26T18:30:00+0000","","","0","2","2025-04-16T01:59:15+0000","2025-04-29T03:41:40+0000","-87960931729407","Asia/Kolkata","true","false",,,"kanban","354","","TASK"
"","ME","Payment of INR 130.00 will be debited on due date from your Card ending 8457 towards SI mandate ID XXFpBJOXUr setup with Google Play. To cancel mandate, click [Issuer Channel](https://gs.im/INDUSB/e/ejSgQyy4tum) T&Cs Apply - IndusInd Bank","TEXT","","","N","2025-04-16T18:30:00+0000","2025-04-16T18:30:00+0000","","","0","2","2025-04-15T10:16:44+0000","2025-04-26T11:47:18+0000","-87960931663871","Asia/Calcutta","true","false",,,"kanban","355","","TASK"
"","ME","TRAIN ticket ","TEXT","","","N","2025-04-12T04:30:00+0000","2025-04-12T04:30:00+0000","PT0S","","0","2","2025-04-12T03:51:50+0000","2025-04-26T11:47:07+0000","-87960931598335","Asia/Calcutta","false","false",,,"kanban","356","","TASK"
"","ME","Call Vijay + Sangeetha School opening","TEXT","","","N","2025-04-11T18:30:00+0000","2025-04-11T18:30:00+0000","","","0","2","2025-04-11T16:43:57+0000","2025-04-17T13:05:17+0000","-86861419970559","Asia/Calcutta","true","false",,,"kanban","357","","TASK"
"","ME","Krishnaraj -- Stars","TEXT","","","N","2025-04-07T18:30:00+0000","2025-04-07T18:30:00+0000","","","0","2","2025-04-08T06:13:01+0000","2025-04-17T13:04:45+0000","-85761908342783","Asia/Calcutta","true","false",,,"kanban","358","","TASK"
"","ME","Parcel 9900355 has reached Pallavaram Branch. you can collect. PH:9342911433 - www.metturtransports.com","TEXT","","","N","2025-04-03T11:00:00+0000","2025-04-03T11:00:00+0000","PT0S","","0","2","2025-04-03T08:52:06+0000","2025-04-17T13:03:58+0000","-84662396715007","Asia/Calcutta","false","false",,,"kanban","359","","TASK"
